,"Reduce factor, shape, dim",Input size,Sparsity,Total elements,Input memory,Total Memory,GPU clock time py geo (IQR),GPU clock time native (IQR)
223,2 square 1,"(516, 516)",0,532512,2.66256,23.068672,7.63684301637113e-05(0.0),2.8592429589480162e-05(0.0)
224,2 square 0,"(535, 535)",0,572450,2.86225,23.068672,0.00011895708972588181(0.0),7.583970902487636e-05(0.0)
225,2 square 1,"(535, 535)",0,572450,2.86225,23.068672,7.422566879540682e-05(0.0),2.9746410436928272e-05(0.0)
226,2 square 0,"(553, 553)",0,611618,3.05809,23.068672,0.00012899426044896245(0.0),8.425683015957475e-05(0.0)
227,2 square 1,"(553, 553)",0,611618,3.05809,23.068672,8.070450974628329e-05(0.0),3.0617050360888245e-05(0.0)
228,2 square 0,"(570, 570)",0,649800,3.249,23.068672,0.00012863769894465803(0.0),8.37444607168436e-05(0.0)
229,2 square 1,"(570, 570)",0,649800,3.249,23.068672,8.25616205111146e-05(0.0),3.182064043357968e-05(0.0)
230,2 square 0,"(587, 587)",0,689138,3.44569,23.068672,0.00012693767901510001(0.0),8.351142052561045e-05(0.0)
231,2 square 1,"(587, 587)",0,689138,3.44569,23.068672,8.380236104130745e-05(0.0),3.2673049718141554e-05(0.0)
232,2 square 0,"(604, 604)",0,729632,3.64816,23.068672,0.000128086160402745(0.0),8.45408602617681e-05(0.0)
233,2 square 1,"(604, 604)",0,729632,3.64816,23.068672,8.268294855952263e-05(0.0),3.7474220152944324e-05(0.0)
234,2 square 0,"(620, 620)",0,768800,3.844,23.068672,0.00012890761019662022(0.0),8.459225995466113e-05(0.0)
235,2 square 1,"(620, 620)",0,768800,3.844,23.068672,8.358475985005498e-05(0.0),3.6833800841122866e-05(0.0)
236,2 square 0,"(636, 636)",0,808992,4.04496,23.068672,0.00013995408080518245(0.0),9.574674069881439e-05(0.0)
237,2 square 1,"(636, 636)",0,808992,4.04496,23.068672,8.48580594174564e-05(0.0),4.109496017917991e-05(0.0)
238,2 square 0,"(651, 651)",0,847602,4.23801,23.068672,0.00014053347054868937(0.0),9.534859098494053e-05(0.0)
239,2 square 1,"(651, 651)",0,847602,4.23801,23.068672,9.859954006969928e-05(0.0),4.0447840001434086e-05(0.0)
240,2 square 0,"(666, 666)",0,887112,4.43556,23.068672,0.00014246942941099406(0.0),9.894789895042777e-05(0.0)
241,2 square 1,"(666, 666)",0,887112,4.43556,23.068672,8.937941165640951e-05(0.0),4.0217500645667316e-05(0.0)
242,2 square 0,"(680, 680)",0,924800,4.624,23.068672,0.00014671365963295102(0.0),0.00010186430998146534(0.0)
243,2 square 1,"(680, 680)",0,924800,4.624,23.068672,9.093555156141519e-05(0.0),4.225063836202025e-05(0.0)
244,2 square 0,"(695, 695)",0,966050,4.83025,23.068672,0.00014636890962719918(0.0),0.0001022485294379294(0.0)
245,2 square 1,"(695, 695)",0,966050,4.83025,23.068672,9.13599506020546e-05(0.0),4.3553907889872786e-05(0.0)
246,2 square 0,"(709, 709)",0,1005362,5.02681,23.068672,0.0001508260308764875(0.0),0.00010610109893605113(0.0)
247,2 square 1,"(709, 709)",0,1005362,5.02681,23.068672,9.629417909309267e-05(0.0),4.576568957418204e-05(0.0)
248,2 square 0,"(722, 722)",0,1042568,5.21284,23.068672,0.00014895600033923984(0.0),0.0001043042098172009(0.0)
249,2 square 1,"(722, 722)",0,1042568,5.21284,23.068672,9.826400084421038e-05(0.0),4.7750130761414766e-05(0.0)
250,2 square 0,"(736, 736)",0,1083392,5.41696,23.068672,0.00020388239994645118(0.0),0.00010469425935298204(0.0)
251,2 square 1,"(736, 736)",0,1083392,5.41696,23.068672,9.849994909018278e-05(0.0),5.3521350491791966e-05(0.0)
252,2 square 0,"(749, 749)",0,1122002,5.61001,23.068672,0.00015129121020436288(0.0),0.00011029131943359971(0.0)
253,2 square 1,"(749, 749)",0,1122002,5.61001,23.068672,0.00010047568008303642(0.0),4.97535290196538e-05(0.0)
254,2 square 0,"(762, 762)",0,1161288,5.80644,23.068672,0.00015561819076538087(0.0),0.00011289976071566344(0.0)
255,2 square 1,"(762, 762)",0,1161288,5.80644,23.068672,0.00010097561869770288(0.0),5.202661966904998e-05(0.0)
256,2 square 0,"(775, 775)",0,1201250,6.00625,23.068672,0.00015511573059484362(0.0),0.0001108210301026702(0.0)
257,2 square 1,"(775, 775)",0,1201250,6.00625,23.068672,9.96415107510984e-05(0.0),5.160301923751831e-05(0.0)
258,2 square 0,"(788, 788)",0,1241888,6.20944,23.068672,0.00015821499982848763(0.0),0.00011294865049421787(0.0)
259,2 square 1,"(788, 788)",0,1241888,6.20944,23.068672,9.991682134568691e-05(0.0),5.5136200971901415e-05(0.0)
260,2 square 0,"(800, 800)",0,1280000,6.4,23.068672,0.00015833421843126417(0.0),0.00011887094005942344(0.0)
261,2 square 1,"(800, 800)",0,1280000,6.4,23.068672,0.00010070332093164324(0.0),5.549638066440821e-05(0.0)
262,2 square 0,"(812, 812)",0,1318688,6.59344,23.068672,0.00015936766983941199(0.0),0.00012185157043859363(0.0)
263,2 square 1,"(812, 812)",0,1318688,6.59344,23.068672,0.00010233419016003609(0.0),5.9475800953805446e-05(0.0)
264,2 square 0,"(824, 824)",0,1357952,6.78976,23.068672,0.00016145691974088548(0.0),0.00012132517993450165(0.0)
265,2 square 1,"(824, 824)",0,1357952,6.78976,23.068672,0.00010482118930667639(0.0),6.102452054619789e-05(0.0)
266,2 square 0,"(836, 836)",0,1397792,6.98896,23.068672,0.00016637211199849845(0.0),0.00012380286119878292(0.0)
267,2 square 1,"(836, 836)",0,1397792,6.98896,23.068672,0.0001089635188691318(0.0),6.375358905643225e-05(0.0)
268,2 square 0,"(848, 848)",0,1438208,7.19104,23.068672,0.00016822840785607696(0.0),0.00012602946953848003(0.0)
269,2 square 1,"(848, 848)",0,1438208,7.19104,23.068672,0.00010787606006488205(0.0),5.960823968052864e-05(0.0)
270,2 square 0,"(859, 859)",0,1475762,7.37881,23.068672,0.0001731014298275113(0.0),0.00012864602031186222(0.0)
271,2 square 1,"(859, 859)",0,1475762,7.37881,23.068672,0.00011066443985328079(0.0),6.334481062367559e-05(0.0)
272,2 square 0,"(871, 871)",0,1517282,7.58641,23.068672,0.00026972883846610785(0.0),0.00012977495091035963(0.0)
273,2 square 1,"(871, 871)",0,1517282,7.58641,23.068672,0.00011028822977095843(0.0),6.735238945111632e-05(0.0)
274,2 square 0,"(882, 882)",0,1555848,7.77924,23.068672,0.00017449866980314254(0.0),0.00012912321835756302(0.0)
275,2 square 1,"(882, 882)",0,1555848,7.77924,23.068672,0.00011624937877058983(0.0),6.792866857722401e-05(0.0)
276,2 square 0,"(893, 893)",0,1594898,7.97449,23.068672,0.00017718894872814417(0.0),0.00013611183036118745(0.0)
277,2 square 1,"(893, 893)",0,1594898,7.97449,23.068672,0.00011547432048246264(0.0),6.592056946828961e-05(0.0)
278,2 square 0,"(904, 904)",0,1634432,8.17216,23.068672,0.00017872866010293365(0.0),0.00013501384994015096(0.0)
279,2 square 1,"(904, 904)",0,1634432,8.17216,23.068672,0.00011688939994201065(0.0),6.995490053668618e-05(0.0)
280,2 square 0,"(915, 915)",0,1674450,8.37225,23.068672,0.0001812113611958921(0.0),0.00013953099958598613(0.0)
281,2 square 1,"(915, 915)",0,1674450,8.37225,23.068672,0.00011670876061543822(0.0),6.866156123578548e-05(0.0)
282,2 square 0,"(926, 926)",0,1714952,8.57476,23.068672,0.00018411715049296618(0.0),0.00014326214091852306(0.0)
283,2 square 1,"(926, 926)",0,1714952,8.57476,23.068672,0.0001199088105931878(0.0),6.88673509284854e-05(0.0)
284,2 square 0,"(936, 936)",0,1752192,8.76096,23.068672,0.00018340711016207934(0.0),0.00014311765786260367(0.0)
285,2 square 1,"(936, 936)",0,1752192,8.76096,23.068672,0.0001194096589460969(0.0),7.268185960128904e-05(0.0)
286,2 square 0,"(947, 947)",0,1793618,8.96809,23.068672,0.00018300765892490745(0.0),0.00014250619802623986(0.0)
287,2 square 1,"(947, 947)",0,1793618,8.96809,23.068672,0.0001197554194368422(0.0),7.322126999497414e-05(0.0)
288,2 square 0,"(957, 957)",0,1831698,9.15849,23.068672,0.00018314101034775377(0.0),0.00014324821066111326(0.0)
289,2 square 1,"(957, 957)",0,1831698,9.15849,23.068672,0.00012330833822488785(0.0),7.391829043626786e-05(0.0)
290,2 square 0,"(967, 967)",0,1870178,9.35089,23.068672,0.00018355699023231864(0.0),0.00014033871004357935(0.0)
291,2 square 1,"(967, 967)",0,1870178,9.35089,23.068672,0.00012587788049131632(0.0),7.866034982725978e-05(0.0)
292,2 square 0,"(977, 977)",0,1909058,9.54529,23.068672,0.00018940224079415203(0.0),0.00014435490826144814(0.0)
293,2 square 1,"(977, 977)",0,1909058,9.54529,23.068672,0.00013128040125593544(0.0),7.923354161903261e-05(0.0)
294,2 square 0,"(987, 987)",0,1948338,9.74169,23.068672,0.0001914485008455813(0.0),0.00014328458812087774(0.0)
295,2 square 1,"(987, 987)",0,1948338,9.74169,23.068672,0.00013239300111308694(0.0),8.164430037140846e-05(0.0)
296,2 square 0,"(997, 997)",0,1988018,9.94009,23.068672,0.00019350700080394745(0.0),0.00015105827013030647(0.0)
297,2 square 1,"(997, 997)",0,1988018,9.94009,23.068672,0.00013354307040572166(0.0),8.293252903968096e-05(0.0)
298,2 square 0,"(1007, 1007)",0,2028098,10.14049,23.068672,0.0001932300697080791(0.0),0.00015011418145149946(0.0)
299,2 square 1,"(1007, 1007)",0,2028098,10.14049,23.068672,0.00013598158955574035(0.0),8.463694946840405e-05(0.0)
300,2 square 0,"(1017, 1017)",0,2068578,10.34289,23.068672,0.0001949817896820605(0.0),0.0001499050878919661(0.0)
301,2 square 1,"(1017, 1017)",0,2068578,10.34289,23.068672,0.00013485294999554754(0.0),8.373013930395246e-05(0.0)
302,2 square 0,"(1026, 1026)",0,2105352,10.52676,23.068672,0.0002002003393135965(0.0),0.000155278448946774(0.0)
303,2 square 1,"(1026, 1026)",0,2105352,10.52676,23.068672,0.0001358575513586402(0.0),8.693179115653038e-05(0.0)
304,2 square 0,"(1036, 1036)",0,2146592,10.73296,23.068672,0.0001934679108671844(0.0),0.00014824064914137125(0.0)
305,2 square 1,"(1036, 1036)",0,2146592,10.73296,23.068672,0.00013760935980826615(0.0),8.866827003657818e-05(0.0)
306,2 square 0,"(1045, 1045)",0,2184050,10.92025,23.068672,0.0001995731610804796(0.0),0.00015387049177661538(0.0)
307,2 square 1,"(1045, 1045)",0,2184050,10.92025,23.068672,0.00014158867998048663(0.0),9.000309044495225e-05(0.0)
308,2 square 0,"(1055, 1055)",0,2226050,11.13025,23.068672,0.00019715880043804645(0.0),0.00015178655041381717(0.0)
309,2 square 1,"(1055, 1055)",0,2226050,11.13025,23.068672,0.00014030755031853914(0.0),9.224022971466184e-05(0.0)
310,2 square 0,"(1064, 1064)",0,2264192,11.32096,23.068672,0.00019786172080785036(0.0),0.00015231193974614144(0.0)
311,2 square 1,"(1064, 1064)",0,2264192,11.32096,23.068672,0.0001435581990517676(0.0),9.564035106450319e-05(0.0)
312,2 square 0,"(1073, 1073)",0,2302658,11.51329,23.068672,0.0002006103191524744(0.0),0.00015466718934476376(0.0)
313,2 square 1,"(1073, 1073)",0,2302658,11.51329,23.068672,0.00014438536949455737(0.0),9.675994981080294e-05(0.0)
314,2 square 0,"(1082, 1082)",0,2341448,11.70724,23.068672,0.00020195245975628494(0.0),0.0001571298507042229(0.0)
315,2 square 1,"(1082, 1082)",0,2341448,11.70724,23.068672,0.00014527504099532963(0.0),9.798537939786911e-05(0.0)
316,2 square 0,"(1091, 1091)",0,2380562,11.90281,23.068672,0.00020621330942958594(0.0),0.000160660520195961(0.0)
317,2 square 1,"(1091, 1091)",0,2380562,11.90281,23.068672,0.0001550936000421643(0.0),0.00010077874874696135(0.0)
318,2 square 0,"(1100, 1100)",0,2420000,12.1,23.068672,0.0002083881199359894(0.0),0.0001630155695602298(0.0)
319,2 square 1,"(1100, 1100)",0,2420000,12.1,23.068672,0.00015131486114114523(0.0),0.00010115837212651969(0.0)
320,2 square 0,"(1109, 1109)",0,2459762,12.29881,23.068672,0.0002071694191545248(0.0),0.000161261148750782(0.0)
321,2 square 1,"(1109, 1109)",0,2459762,12.29881,23.068672,0.00015199304092675448(0.0),0.00010179496835917234(0.0)
322,2 square 0,"(1118, 1118)",0,2499848,12.49924,23.068672,0.00021020545857027172(0.0),0.00016524839913472533(0.0)
323,2 square 1,"(1118, 1118)",0,2499848,12.49924,23.068672,0.0001516995904967189(0.0),0.00010182001860812307(0.0)
324,2 square 0,"(1127, 1127)",0,2540258,12.70129,23.068672,0.0002153666107915342(0.0),0.00016916398890316487(0.0)
325,2 square 1,"(1127, 1127)",0,2540258,12.70129,23.068672,0.00015113211004063486(0.0),0.00010651258984580637(0.0)
326,2 square 0,"(1136, 1136)",0,2580992,12.90496,23.068672,0.00022124743089079856(0.0),0.00017527424031868577(0.0)
327,2 square 1,"(1136, 1136)",0,2580992,12.90496,23.068672,0.00015577509999275207(0.0),0.00010528947925195098(0.0)
328,2 square 0,"(1144, 1144)",0,2617472,13.08736,23.068672,0.0002174073806963861(0.0),0.00017164337914437055(0.0)
329,2 square 1,"(1144, 1144)",0,2617472,13.08736,23.068672,0.0001553050009533763(0.0),0.00010786514962092041(0.0)
330,2 square 0,"(1153, 1153)",0,2658818,13.29409,23.068672,0.00022226345026865602(0.0),0.0001769275707192719(0.0)
331,2 square 1,"(1153, 1153)",0,2658818,13.29409,23.068672,0.00015595983946695925(0.0),0.00011039302917197347(0.0)
332,2 square 0,"(1161, 1161)",0,2695842,13.47921,23.068672,0.0002171914605423808(0.0),0.00017194385174661874(0.0)
333,2 square 1,"(1161, 1161)",0,2695842,13.47921,23.068672,0.0001576093607582152(0.0),0.00011361741926521062(0.0)
334,2 square 0,"(1170, 1170)",0,2737800,13.689,23.068672,0.00021912412019446493(0.0),0.00017458284040912985(0.0)
335,2 square 1,"(1170, 1170)",0,2737800,13.689,23.068672,0.0001600313396193087(0.0),0.00011405894998461009(0.0)
336,2 square 0,"(1178, 1178)",0,2775368,13.87684,23.068672,0.00021842758869752287(0.0),0.00017363504972308874(0.0)
337,2 square 1,"(1178, 1178)",0,2775368,13.87684,23.068672,0.00016041725873947144(0.0),0.00011608749162405729(0.0)
338,2 square 0,"(1187, 1187)",0,2817938,14.08969,23.068672,0.00021820126101374627(0.0),0.00017287289956584572(0.0)
339,2 square 1,"(1187, 1187)",0,2817938,14.08969,23.068672,0.00016029914142563938(0.0),0.00011655716923996806(0.0)
340,2 square 0,"(1195, 1195)",0,2856050,14.28025,23.068672,0.00022016468923538924(0.0),0.00017533085076138378(0.0)
341,2 square 1,"(1195, 1195)",0,2856050,14.28025,23.068672,0.0001617734180763364(0.0),0.00011689863167703151(0.0)
342,2 square 0,"(1203, 1203)",0,2894418,14.47209,23.068672,0.00022358183981850742(0.0),0.00017777907894924282(0.0)
343,2 square 1,"(1203, 1203)",0,2894418,14.47209,23.068672,0.00016538113821297883(0.0),0.000117004020139575(0.0)
344,2 square 0,"(1211, 1211)",0,2933042,14.66521,23.068672,0.00021837000036612153(0.0),0.00017290045972913502(0.0)
345,2 square 1,"(1211, 1211)",0,2933042,14.66521,23.068672,0.00016366039868444206(0.0),0.00011787877883762121(0.0)
346,2 square 0,"(1219, 1219)",0,2971922,14.85961,23.068672,0.00021788416896015406(0.0),0.00017258526990190148(0.0)
347,2 square 1,"(1219, 1219)",0,2971922,14.85961,23.068672,0.00016604509903118015(0.0),0.00011718406109139324(0.0)
348,2 square 0,"(1227, 1227)",0,3011058,15.05529,23.068672,0.0002220488409511745(0.0),0.0001762484898790717(0.0)
349,2 square 1,"(1227, 1227)",0,3011058,15.05529,23.068672,0.0001681362511590123(0.0),0.00012036566855385899(0.0)
350,2 square 0,"(1235, 1235)",0,3050450,15.25225,23.068672,0.00021912551950663327(0.0),0.0001735146204009652(0.0)
351,2 square 1,"(1235, 1235)",0,3050450,15.25225,23.068672,0.00016815409064292907(0.0),0.00012004587100818754(0.0)
352,2 square 0,"(1243, 1243)",0,3090098,15.45049,23.068672,0.00022506043082103132(0.0),0.00017985440092161298(0.0)
353,2 square 1,"(1243, 1243)",0,3090098,15.45049,23.068672,0.00017254980048164725(0.0),0.00012341463938355445(0.0)
354,2 square 0,"(1251, 1251)",0,3130002,15.65001,23.068672,0.00022405092837288976(0.0),0.00017819846980273723(0.0)
355,2 square 1,"(1251, 1251)",0,3130002,15.65001,23.068672,0.00017370718996971845(0.0),0.00012347955955192448(0.0)
356,2 square 0,"(1259, 1259)",0,3170162,15.85081,23.068672,0.0002267338987439871(0.0),0.0001794099621474743(0.0)
357,2 square 1,"(1259, 1259)",0,3170162,15.85081,23.068672,0.00017498348839581012(0.0),0.00012530339881777763(0.0)
358,2 square 0,"(1267, 1267)",0,3210578,16.05289,23.068672,0.00023283543065190317(0.0),0.0001873163995333016(0.0)
359,2 square 1,"(1267, 1267)",0,3210578,16.05289,23.068672,0.00017783639021217823(0.0),0.0001266651786863804(0.0)
360,2 square 0,"(1275, 1275)",0,3251250,16.25625,23.068672,0.00023169458145275713(0.0),0.0001858780812472105(0.0)
361,2 square 1,"(1275, 1275)",0,3251250,16.25625,23.068672,0.000177283538505435(0.0),0.00012995700119063257(0.0)
362,2 square 0,"(1282, 1282)",0,3287048,16.43524,23.068672,0.00023361620027571915(0.0),0.00018780734157189727(0.0)
363,2 square 1,"(1282, 1282)",0,3287048,16.43524,23.068672,0.0001831821887753904(0.0),0.00013273163931444288(0.0)
364,2 square 0,"(1290, 1290)",0,3328200,16.641,23.068672,0.00023614157922565937(0.0),0.00019099395954981448(0.0)
365,2 square 1,"(1290, 1290)",0,3328200,16.641,23.068672,0.0001837750105187297(0.0),0.00013180229114368559(0.0)
366,2 square 0,"(1298, 1298)",0,3369608,16.84804,23.068672,0.00023730587912723422(0.0),0.00019184655975550412(0.0)
367,2 square 1,"(1298, 1298)",0,3369608,16.84804,23.068672,0.0001876782882027328(0.0),0.0001422892091795802(0.0)
368,2 square 0,"(1305, 1305)",0,3406050,17.03025,23.068672,0.0002398973796516657(0.0),0.00019378622993826867(0.0)
369,2 square 1,"(1305, 1305)",0,3406050,17.03025,23.068672,0.000183707179967314(0.0),0.00014197692042216658(0.0)
370,2 square 0,"(1313, 1313)",0,3447938,17.23969,23.068672,0.00024368904996663332(0.0),0.00019947117893025278(0.0)
371,2 square 1,"(1313, 1313)",0,3447938,17.23969,23.068672,0.0001882972614839673(0.0),0.00014653502963483334(0.0)
372,2 square 0,"(1320, 1320)",0,3484800,17.424,23.068672,0.00024486386217176915(0.0),0.00019897463032975794(0.0)
373,2 square 1,"(1320, 1320)",0,3484800,17.424,23.068672,0.00019173726905137302(0.0),0.00014810258988291026(0.0)
374,2 square 0,"(1328, 1328)",0,3527168,17.63584,23.068672,0.00024354697903618218(0.0),0.00020182732958346606(0.0)
375,2 square 1,"(1328, 1328)",0,3527168,17.63584,23.068672,0.00018996941857039927(0.0),0.00014659254811704158(0.0)
376,2 square 0,"(1335, 1335)",0,3564450,17.82225,23.068672,0.00025069860043004156(0.0),0.00020328768994659185(0.0)
377,2 square 1,"(1335, 1335)",0,3564450,17.82225,23.068672,0.00019682778976857663(0.0),0.00014924044022336604(0.0)
378,2 square 0,"(1342, 1342)",0,3601928,18.00964,23.068672,0.00025144851068034766(0.0),0.00020461440086364747(0.0)
379,2 square 1,"(1342, 1342)",0,3601928,18.00964,23.068672,0.0001943577197380364(0.0),0.00014911640901118516(0.0)
380,2 square 0,"(1350, 1350)",0,3645000,18.225,23.068672,0.00024887695908546446(0.0),0.0002062601107172668(0.0)
381,2 square 1,"(1350, 1350)",0,3645000,18.225,23.068672,0.0001955811306834221(0.0),0.00015629278030246496(0.0)
382,2 square 0,"(1357, 1357)",0,3682898,18.41449,23.068672,0.0002527140988968313(0.0),0.0002065346296876669(0.0)
383,2 square 1,"(1357, 1357)",0,3682898,18.41449,23.068672,0.00019798927940428257(0.0),0.00015162775991484523(0.0)
384,2 square 0,"(1364, 1364)",0,3720992,18.60496,23.068672,0.0002520140795968473(0.0),0.00020754754077643157(0.0)
385,2 square 1,"(1364, 1364)",0,3720992,18.60496,23.068672,0.0001984969386830926(0.0),0.00015736920991912484(0.0)
386,2 square 0,"(1371, 1371)",0,3759282,18.79641,23.068672,0.00025125403888523576(0.0),0.00020773409865796567(0.0)
387,2 square 1,"(1371, 1371)",0,3759282,18.79641,23.068672,0.0001984639815054834(0.0),0.00015618117060512305(0.0)
388,2 square 0,"(1378, 1378)",0,3797768,18.98884,23.068672,0.0002534978813491762(0.0),0.0002075548586435616(0.0)
389,2 square 1,"(1378, 1378)",0,3797768,18.98884,23.068672,0.0002200768212787807(0.0),0.0001599203306250274(0.0)
390,2 square 0,"(1386, 1386)",0,3841992,19.20996,44.040192,0.000255151919554919(0.0),0.00020770082948729396(0.0)
391,2 square 1,"(1386, 1386)",0,3841992,19.20996,44.040192,0.00020403159083798528(0.0),0.00015560548985376954(0.0)
392,2 square 0,"(1393, 1393)",0,3880898,19.40449,44.040192,0.0002541246707551181(0.0),0.00020757579943165184(0.0)
393,2 square 1,"(1393, 1393)",0,3880898,19.40449,44.040192,0.00020842370111495256(0.0),0.00016023402800783516(0.0)
394,2 square 0,"(1400, 1400)",0,3920000,19.6,44.040192,0.00025420692982152103(0.0),0.00020771807059645652(0.0)
395,2 square 1,"(1400, 1400)",0,3920000,19.6,44.040192,0.00020646629855036736(0.0),0.00015594060998409985(0.0)
396,2 square 0,"(1407, 1407)",0,3959298,19.79649,44.040192,0.000255978771019727(0.0),0.00020876023918390275(0.0)
397,2 square 1,"(1407, 1407)",0,3959298,19.79649,44.040192,0.00020745796849951147(0.0),0.00016220394987612963(0.0)
398,2 square 0,"(1414, 1414)",0,3998792,19.99396,44.040192,0.00032035493990406394(0.0),0.00020907754078507422(0.0)
399,2 square 1,"(1414, 1414)",0,3998792,19.99396,44.040192,0.00021012221928685905(0.0),0.00016046325908973812(0.0)
400,4 square 0,"(223, 223)",0,99458,0.49729,2.097152,0.00012808105908334254(0.0),8.450410794466734e-05(0.0)
401,4 square 1,"(223, 223)",0,99458,0.49729,2.097152,6.92548812367022e-05(0.0),2.4266568943858146e-05(0.0)
402,4 square 0,"(264, 264)",0,139392,0.69696,2.097152,0.00013088545063510537(0.0),8.51814798079431e-05(0.0)
403,4 square 1,"(264, 264)",0,139392,0.69696,2.097152,6.971775088459254e-05(0.0),2.446032827720046e-05(0.0)
404,4 square 0,"(298, 298)",0,177608,0.88804,2.097152,0.00015341613907366992(0.0),0.00010415364056825637(0.0)
405,4 square 1,"(298, 298)",0,177608,0.88804,2.097152,7.791725918650628e-05(0.0),2.4361240211874246e-05(0.0)
406,4 square 0,"(330, 330)",0,217800,1.089,2.097152,0.00014540158910676836(0.0),9.331074776127934e-05(0.0)
407,4 square 1,"(330, 330)",0,217800,1.089,2.097152,7.826962042599917e-05(0.0),2.4421149864792822e-05(0.0)
408,4 square 0,"(358, 358)",0,256328,1.28164,2.097152,0.00015206758864223956(0.0),9.903175989165902e-05(0.0)
409,4 square 1,"(358, 358)",0,256328,1.28164,2.097152,8.598029147833585e-05(0.0),2.5618721265345813e-05(0.0)
410,4 square 0,"(385, 385)",0,296450,1.48225,23.068672,0.00014243829995393752(0.0),9.848773013800383e-05(0.0)
411,4 square 1,"(385, 385)",0,296450,1.48225,23.068672,7.264508865773678e-05(0.0),2.5148028507828714e-05(0.0)
412,4 square 0,"(410, 410)",0,336200,1.681,23.068672,0.00015904319006949664(0.0),0.00011536162113770843(0.0)
413,4 square 1,"(410, 410)",0,336200,1.681,23.068672,8.242157055065036e-05(0.0),2.5709890760481357e-05(0.0)
414,4 square 0,"(433, 433)",0,374978,1.87489,23.068672,0.00016460990067571402(0.0),0.00012001050869002939(0.0)
415,4 square 1,"(433, 433)",0,374978,1.87489,23.068672,7.830480113625526e-05(0.0),2.7164937928318978e-05(0.0)
416,4 square 0,"(455, 455)",0,414050,2.07025,23.068672,0.00014901713002473115(0.0),0.00010384286055341363(0.0)
417,4 square 1,"(455, 455)",0,414050,2.07025,23.068672,7.582440041005612e-05(0.0),2.81765591353178e-05(0.0)
418,4 square 0,"(476, 476)",0,453152,2.26576,23.068672,0.00018389894859865307(0.0),0.00014092033030465244(0.0)
419,4 square 1,"(476, 476)",0,453152,2.26576,23.068672,8.99292598478496e-05(0.0),3.366061020642519e-05(0.0)
420,4 square 0,"(496, 496)",0,492032,2.46016,23.068672,0.00018717444967478514(0.0),0.00014235614100471138(0.0)
421,4 square 1,"(496, 496)",0,492032,2.46016,23.068672,8.509823121130466e-05(0.0),3.145424881950021e-05(0.0)
422,4 square 0,"(516, 516)",0,532512,2.66256,23.068672,0.0001511137909255922(0.0),0.00010694962926208972(0.0)
423,4 square 1,"(516, 516)",0,532512,2.66256,23.068672,8.20758193731308e-05(0.0),3.228351008147001e-05(0.0)
424,4 square 0,"(535, 535)",0,572450,2.86225,23.068672,0.00018271541921421885(0.0),0.00013846439076587558(0.0)
425,4 square 1,"(535, 535)",0,572450,2.86225,23.068672,9.740979177877307e-05(0.0),3.346333978697658e-05(0.0)
426,4 square 0,"(553, 553)",0,611618,3.05809,23.068672,0.0001814522291533649(0.0),0.00013772489037364722(0.0)
427,4 square 1,"(553, 553)",0,611618,3.05809,23.068672,9.106390178203582e-05(0.0),3.907765028998256e-05(0.0)
428,4 square 0,"(570, 570)",0,649800,3.249,23.068672,0.0001848902297206223(0.0),0.00014021519105881453(0.0)
429,4 square 1,"(570, 570)",0,649800,3.249,23.068672,9.091561893001198e-05(0.0),3.644818905740976e-05(0.0)
430,4 square 0,"(587, 587)",0,689138,3.44569,23.068672,0.0001968850987032056(0.0),0.00015227660071104765(0.0)
431,4 square 1,"(587, 587)",0,689138,3.44569,23.068672,9.906873106956482e-05(0.0),3.768461989238858e-05(0.0)
432,4 square 0,"(604, 604)",0,729632,3.64816,23.068672,0.000192839449737221(0.0),0.0001495550503022969(0.0)
433,4 square 1,"(604, 604)",0,729632,3.64816,23.068672,9.135345928370952e-05(0.0),4.100769991055131e-05(0.0)
434,4 square 0,"(620, 620)",0,768800,3.844,23.068672,0.00018156443955376743(0.0),0.00013711954932659864(0.0)
435,4 square 1,"(620, 620)",0,768800,3.844,23.068672,9.17172385379672e-05(0.0),4.441925091668964e-05(0.0)
436,4 square 0,"(636, 636)",0,808992,4.04496,23.068672,0.00019282393157482147(0.0),0.0001411607814952731(0.0)
437,4 square 1,"(636, 636)",0,808992,4.04496,23.068672,9.95059497654438e-05(0.0),4.485325887799263e-05(0.0)
438,4 square 0,"(651, 651)",0,847602,4.23801,23.068672,0.00018906051060184836(0.0),0.00014326666947454215(0.0)
439,4 square 1,"(651, 651)",0,847602,4.23801,23.068672,0.00010665216017514467(0.0),4.667871864512563e-05(0.0)
440,4 square 0,"(666, 666)",0,887112,4.43556,23.068672,0.00019986562896519899(0.0),0.00015597708988934755(0.0)
441,4 square 1,"(666, 666)",0,887112,4.43556,23.068672,9.915780974552035e-05(0.0),5.150774959474802e-05(0.0)
442,4 square 0,"(680, 680)",0,924800,4.624,23.068672,0.00018931519007310272(0.0),0.0001451446209102869(0.0)
443,4 square 1,"(680, 680)",0,924800,4.624,23.068672,9.999859146773815e-05(0.0),4.849695833399892e-05(0.0)
444,4 square 0,"(695, 695)",0,966050,4.83025,23.068672,0.00021098735975101591(0.0),0.00016714348923414944(0.0)
445,4 square 1,"(695, 695)",0,966050,4.83025,23.068672,0.00010723998071625829(0.0),5.429832031950355e-05(0.0)
446,4 square 0,"(709, 709)",0,1005362,5.02681,23.068672,0.00021293653873726725(0.0),0.0001682427688501775(0.0)
