,"Input dims, index dim, reduce factor (RF)",Input size,Sparsity,Total elements,Input memory,Total Memory,GPU clock time (fuse) (IQR),GPU clock time (no fuse) (IQR)
640,2; 0; 1,"(12769, 12769)",0,163060130,326.196874,656.408576,0.0023675300111062826(0.0),0.0023664402309805156(0.0)
641,2; 0; 2,"(12769, 12769)",0,163053745,326.145794,492.83072,0.001207405577879399(0.0),0.0012042985996231436(0.0)
642,2; 0; 4,"(12769, 12769)",0,163050553,326.120258,411.041792,0.0006098623597063124(0.0),0.0006079306895844639(0.0)
643,2; 0; 8,"(12769, 12769)",0,163048957,326.10749,371.195904,0.000318242940120399(0.0),0.00031666344963014124(0.0)
644,2; 1; 1,"(12769, 12769)",0,163060130,326.196874,656.408576,0.003321270328015089(0.0),0.003317584628239274(0.0)
645,2; 1; 2,"(12769, 12769)",0,163053745,326.145794,492.83072,0.0015391877410002052(0.0),0.001538560059852898(0.0)
646,2; 1; 4,"(12769, 12769)",0,163050553,326.120258,411.041792,0.0008031467883847654(0.0),0.0007993868598714471(0.0)
647,2; 1; 8,"(12769, 12769)",0,163048957,326.10749,371.195904,0.0005002095317468047(0.0),0.000496321169193834(0.0)
648,2; 0; 1,"(12845, 12845)",0,165006870,330.09081,664.797184,0.00239481742028147(0.0),0.002394905290566385(0.0)
649,2; 0; 2,"(12845, 12845)",0,165000447,330.039426,499.122176,0.001219688809942454(0.0),0.0012171515100635587(0.0)
650,2; 0; 4,"(12845, 12845)",0,164997236,330.013738,417.333248,0.0006172422296367586(0.0),0.0006156173394992947(0.0)
651,2; 0; 8,"(12845, 12845)",0,164995630,330.00089,375.390208,0.00032132326858118175(0.0),0.0003195498092100024(0.0)
652,2; 1; 1,"(12845, 12845)",0,165006870,330.09081,664.797184,0.0033814027393236756(0.0),0.0033971245214343073(0.0)
653,2; 1; 2,"(12845, 12845)",0,165000447,330.039426,499.122176,0.001638898679520935(0.0),0.001633506768848747(0.0)
654,2; 1; 4,"(12845, 12845)",0,164997236,330.013738,417.333248,0.0008474316401407123(0.0),0.0008406746410764753(0.0)
655,2; 1; 8,"(12845, 12845)",0,164995630,330.00089,375.390208,0.0004951681708917022(0.0),0.0004926715488545596(0.0)
656,2; 0; 1,"(12920, 12920)",0,166939320,333.95616,673.185792,0.0024161393707618118(0.0),0.002416202269960195(0.0)
657,2; 0; 2,"(12920, 12920)",0,166932860,333.90448,505.413632,0.0012334807100705801(0.0),0.00123112834058702(0.0)
658,2; 0; 4,"(12920, 12920)",0,166929630,333.87864,421.527552,0.0006241126218810677(0.0),0.0006215479597449303(0.0)
659,2; 0; 8,"(12920, 12920)",0,166928015,333.86572,379.584512,0.00032608978217467665(0.0),0.0003230932215228677(0.0)
660,2; 1; 1,"(12920, 12920)",0,166939320,333.95616,673.185792,0.003702313438989222(0.0),0.003685894520021975(0.0)
661,2; 1; 2,"(12920, 12920)",0,166932860,333.90448,505.413632,0.0016363567300140857(0.0),0.0016359738004393875(0.0)
662,2; 1; 4,"(12920, 12920)",0,166929630,333.87864,421.527552,0.0008482158090919257(0.0),0.0008462305413559079(0.0)
663,2; 1; 8,"(12920, 12920)",0,166928015,333.86572,379.584512,0.0006478176102973521(0.0),0.000646587978117168(0.0)
664,2; 0; 1,"(12995, 12995)",0,168883020,337.84401,681.5744,0.0024477633996866643(0.0),0.0024480710783973338(0.0)
665,2; 0; 2,"(12995, 12995)",0,168876522,337.792026,511.705088,0.0012471943511627615(0.0),0.0012453845096752048(0.0)
666,2; 0; 4,"(12995, 12995)",0,168873273,337.766034,427.819008,0.000630337989423424(0.0),0.0006283321883529425(0.0)
667,2; 0; 8,"(12995, 12995)",0,168871649,337.753042,385.875968,0.0003264549700543284(0.0),0.0003265641792677343(0.0)
668,2; 1; 1,"(12995, 12995)",0,168883020,337.84401,681.5744,0.0033815575600601735(0.0),0.003369829838629812(0.0)
669,2; 1; 2,"(12995, 12995)",0,168876522,337.792026,511.705088,0.0015603502094745636(0.0),0.0015516687696799636(0.0)
670,2; 1; 4,"(12995, 12995)",0,168873273,337.766034,427.819008,0.0008149537793360651(0.0),0.0008079720591194927(0.0)
671,2; 1; 8,"(12995, 12995)",0,168871649,337.753042,385.875968,0.00045100889168679713(0.0),0.0004495292995125055(0.0)
672,2; 0; 1,"(13070, 13070)",0,170837970,341.75436,685.768704,0.00249576976057142(0.0),0.002495154479984194(0.0)
673,2; 0; 2,"(13070, 13070)",0,170831435,341.70208,515.899392,0.001263170880265534(0.0),0.001260182310361415(0.0)
674,2; 0; 4,"(13070, 13070)",0,170828167,341.675936,429.91616,0.000639135839883238(0.0),0.0006367832911200822(0.0)
675,2; 0; 8,"(13070, 13070)",0,170826533,341.662864,387.97312,0.00033241325058043004(0.0),0.00033119063824415206(0.0)
676,2; 1; 1,"(13070, 13070)",0,170837970,341.75436,685.768704,0.003961441069841385(0.0),0.003962857250589877(0.0)
677,2; 1; 2,"(13070, 13070)",0,170831435,341.70208,515.899392,0.0018451535515487194(0.0),0.0018297803099267184(0.0)
678,2; 1; 4,"(13070, 13070)",0,170828167,341.675936,429.91616,0.0009073750185780227(0.0),0.0009020402212627232(0.0)
679,2; 1; 8,"(13070, 13070)",0,170826533,341.662864,387.97312,0.0006048292387276887(0.0),0.0006011653086170554(0.0)
680,2; 0; 1,"(13144, 13144)",0,172777880,345.634624,694.157312,0.0025255964999087153(0.0),0.00252637566998601(0.0)
681,2; 0; 2,"(13144, 13144)",0,172771308,345.582048,522.190848,0.001276263939216733(0.0),0.0012734383903443814(0.0)
682,2; 0; 4,"(13144, 13144)",0,172768022,345.55576,436.207616,0.0006469017383642495(0.0),0.0006448019598610699(0.0)
683,2; 0; 8,"(13144, 13144)",0,172766379,345.542616,392.167424,0.0003359057614579797(0.0),0.00033443396911025046(0.0)
684,2; 1; 1,"(13144, 13144)",0,172777880,345.634624,694.157312,0.0037186764483340086(0.0),0.0037286281702108683(0.0)
685,2; 1; 2,"(13144, 13144)",0,172771308,345.582048,522.190848,0.0017170462291687728(0.0),0.0017166485893540084(0.0)
686,2; 1; 4,"(13144, 13144)",0,172768022,345.55576,436.207616,0.0008846002700738609(0.0),0.0008850724389776588(0.0)
687,2; 1; 8,"(13144, 13144)",0,172766379,345.542616,392.167424,0.0005695522110909224(0.0),0.0005669959704391658(0.0)
688,2; 0; 1,"(13218, 13218)",0,174728742,349.536792,702.54592,0.002557794819585979(0.0),0.0025547665706835685(0.0)
689,2; 0; 2,"(13218, 13218)",0,174722133,349.48392,528.482304,0.0012909055617637932(0.0),0.001289203108754009(0.0)
690,2; 0; 4,"(13218, 13218)",0,174718828,349.45748,440.40192,0.0006543819815851748(0.0),0.0006518323509953916(0.0)
691,2; 0; 8,"(13218, 13218)",0,174717176,349.444264,396.361728,0.0003390872781164944(0.0),0.00033789451932534574(0.0)
692,2; 1; 1,"(13218, 13218)",0,174728742,349.536792,702.54592,0.003598725439514965(0.0),0.003602231270633638(0.0)
693,2; 1; 2,"(13218, 13218)",0,174722133,349.48392,528.482304,0.00176729085855186(0.0),0.0017811954906210303(0.0)
694,2; 1; 4,"(13218, 13218)",0,174718828,349.45748,440.40192,0.0010576166515238582(0.0),0.0010552887502126396(0.0)
695,2; 1; 8,"(13218, 13218)",0,174717176,349.444264,396.361728,0.0005384530988521874(0.0),0.0005362459109164774(0.0)
696,2; 0; 1,"(13291, 13291)",0,176663972,353.40769,710.934528,0.002586046848446131(0.0),0.002585232709534466(0.0)
697,2; 0; 2,"(13291, 13291)",0,176657326,353.354522,534.77376,0.0013030256796628236(0.0),0.0013001195713877678(0.0)
698,2; 0; 4,"(13291, 13291)",0,176654003,353.327938,446.693376,0.0006629502004943788(0.0),0.0006602062983438373(0.0)
699,2; 0; 8,"(13291, 13291)",0,176652342,353.31465,402.653184,0.0003429101989604533(0.0),0.00034154010936617853(0.0)
700,2; 1; 1,"(13291, 13291)",0,176663972,353.40769,710.934528,0.00374680161010474(0.0),0.003740679807960987(0.0)
701,2; 1; 2,"(13291, 13291)",0,176657326,353.354522,534.77376,0.0018185361800715327(0.0),0.0018104410311207174(0.0)
702,2; 1; 4,"(13291, 13291)",0,176654003,353.327938,446.693376,0.0009136506309732795(0.0),0.0009120202483609319(0.0)
703,2; 1; 8,"(13291, 13291)",0,176652342,353.31465,402.653184,0.0005903642089106143(0.0),0.0005896812095306813(0.0)
704,2; 0; 1,"(13364, 13364)",0,178609860,357.299904,719.323136,0.002617156719788909(0.0),0.0026170710404403506(0.0)
705,2; 0; 2,"(13364, 13364)",0,178603178,357.246448,541.065216,0.0013192087807692588(0.0),0.00131672227056697(0.0)
706,2; 0; 4,"(13364, 13364)",0,178599837,357.21972,450.88768,0.000669686240144074(0.0),0.0006671133614145219(0.0)
707,2; 0; 8,"(13364, 13364)",0,178598166,357.206352,406.847488,0.0003479024511761963(0.0),0.00034666039980947973(0.0)
708,2; 1; 1,"(13364, 13364)",0,178609860,357.299904,719.323136,0.00417949786176905(0.0),0.004171345909126103(0.0)
709,2; 1; 2,"(13364, 13364)",0,178603178,357.246448,541.065216,0.0018021719297394156(0.0),0.0018012334406375884(0.0)
710,2; 1; 4,"(13364, 13364)",0,178599837,357.21972,450.88768,0.0009112069802358747(0.0),0.0009008506708778441(0.0)
711,2; 1; 8,"(13364, 13364)",0,178598166,357.206352,406.847488,0.0006302664615213871(0.0),0.0006289064907468856(0.0)
712,2; 0; 1,"(13437, 13437)",0,180566406,361.213434,727.711744,0.002645121919922531(0.0),0.002644030728843063(0.0)
713,2; 0; 2,"(13437, 13437)",0,180559687,361.159682,547.356672,0.0013357785320840777(0.0),0.0013326589204370977(0.0)
714,2; 0; 4,"(13437, 13437)",0,180556328,361.13281,457.179136,0.0006766351801343263(0.0),0.0006802964094094932(0.0)
715,2; 0; 8,"(13437, 13437)",0,180554648,361.11937,411.041792,0.00035061839036643506(0.0),0.000349006128963083(0.0)
716,2; 1; 1,"(13437, 13437)",0,180566406,361.213434,727.711744,0.003785979507956654(0.0),0.003794731069356203(0.0)
717,2; 1; 2,"(13437, 13437)",0,180559687,361.159682,547.356672,0.0018649181304499507(0.0),0.0018703802698291838(0.0)
718,2; 1; 4,"(13437, 13437)",0,180556328,361.13281,457.179136,0.0008982610399834812(0.0),0.0009013190190307796(0.0)
719,2; 1; 8,"(13437, 13437)",0,180554648,361.11937,411.041792,0.0006093368981964886(0.0),0.0006058590090833604(0.0)
720,2; 0; 1,"(13509, 13509)",0,182506590,365.094234,736.100352,0.002675156129989773(0.0),0.0026755161001347006(0.0)
721,2; 0; 2,"(13509, 13509)",0,182499835,365.040194,553.648128,0.0013510076398961246(0.0),0.0013479263009503484(0.0)
722,2; 0; 4,"(13509, 13509)",0,182496458,365.013178,461.37344,0.0006827682699076832(0.0),0.0006810036394745111(0.0)
723,2; 0; 8,"(13509, 13509)",0,182494769,364.999666,415.236096,0.0003538285614922643(0.0),0.00035229124128818514(0.0)
724,2; 1; 1,"(13509, 13509)",0,182506590,365.094234,736.100352,0.0038912389799952507(0.0),0.0039052451914176347(0.0)
725,2; 1; 2,"(13509, 13509)",0,182499835,365.040194,553.648128,0.0021664784383028744(0.0),0.0021487675816752017(0.0)
726,2; 1; 4,"(13509, 13509)",0,182496458,365.013178,461.37344,0.0018096644198521972(0.0),0.0018066533096134662(0.0)
727,2; 1; 8,"(13509, 13509)",0,182494769,364.999666,415.236096,0.0008526411117054522(0.0),0.000850108009763062(0.0)
728,2; 0; 1,"(13581, 13581)",0,184457142,368.99577,740.294656,0.0027008535317145288(0.0),0.002699542019981891(0.0)
729,2; 0; 2,"(13581, 13581)",0,184450351,368.941442,555.74528,0.0013624671986326574(0.0),0.0013606764120049776(0.0)
730,2; 0; 4,"(13581, 13581)",0,184446956,368.914282,463.470592,0.0006939047481864691(0.0),0.0006922427006065845(0.0)
731,2; 0; 8,"(13581, 13581)",0,184445258,368.900698,417.333248,0.00035749468952417374(0.0),0.00035588304046541453(0.0)
732,2; 1; 1,"(13581, 13581)",0,184457142,368.99577,740.294656,0.0041871762601658705(0.0),0.004183527640998363(0.0)
733,2; 1; 2,"(13581, 13581)",0,184450351,368.941442,555.74528,0.0018703344883397221(0.0),0.001866222380194813(0.0)
734,2; 1; 4,"(13581, 13581)",0,184446956,368.914282,463.470592,0.0011742332694120706(0.0),0.0011737256101332606(0.0)
735,2; 1; 8,"(13581, 13581)",0,184445258,368.900698,417.333248,0.0006196894799359142(0.0),0.0006041996413841844(0.0)
736,2; 0; 1,"(13652, 13652)",0,186390756,372.863424,748.683264,0.0027333465008996427(0.0),0.0027329827914945783(0.0)
737,2; 0; 2,"(13652, 13652)",0,186383930,372.808816,562.036736,0.0013816980901174248(0.0),0.0013783248001709581(0.0)
738,2; 0; 4,"(13652, 13652)",0,186380517,372.781512,469.762048,0.0006996817700564861(0.0),0.0006974167795851826(0.0)
739,2; 0; 8,"(13652, 13652)",0,186378810,372.767856,423.624704,0.00036290364107117057(0.0),0.00036116573959589005(0.0)
740,2; 1; 1,"(13652, 13652)",0,186390756,372.863424,748.683264,0.003652525751385838(0.0),0.0036462944303639233(0.0)
741,2; 1; 2,"(13652, 13652)",0,186383930,372.808816,562.036736,0.002090495410375297(0.0),0.0020768093899823726(0.0)
742,2; 1; 4,"(13652, 13652)",0,186380517,372.781512,469.762048,0.0013734190911054611(0.0),0.0013685751101002097(0.0)
743,2; 1; 8,"(13652, 13652)",0,186378810,372.767856,423.624704,0.0007227764092385769(0.0),0.0007168790302239359(0.0)
744,2; 0; 1,"(13723, 13723)",0,188334452,376.751242,757.071872,0.0027628290606662633(0.0),0.0027638708218000827(0.0)
745,2; 0; 2,"(13723, 13723)",0,188327590,376.696346,568.328192,0.0013958484493196012(0.0),0.0013918006792664529(0.0)
746,2; 0; 4,"(13723, 13723)",0,188324159,376.668898,473.956352,0.0007071997900493443(0.0),0.0007048930297605693(0.0)
747,2; 0; 8,"(13723, 13723)",0,188322444,376.655178,427.819008,0.0003666965989395976(0.0),0.000364951197989285(0.0)
748,2; 1; 1,"(13723, 13723)",0,188334452,376.751242,757.071872,0.00409199939109385(0.0),0.00412450322881341(0.0)
749,2; 1; 2,"(13723, 13723)",0,188327590,376.696346,568.328192,0.0018807298806495965(0.0),0.0018751422804780303(0.0)
750,2; 1; 4,"(13723, 13723)",0,188324159,376.668898,473.956352,0.0010433166590519249(0.0),0.0010368415899574756(0.0)
751,2; 1; 8,"(13723, 13723)",0,188322444,376.655178,427.819008,0.0009116702293977141(0.0),0.0009124905802309514(0.0)
752,2; 0; 1,"(13794, 13794)",0,190288230,380.659224,765.46048,0.002795102009549737(0.0),0.0027944496599957348(0.0)
753,2; 0; 2,"(13794, 13794)",0,190281333,380.604048,574.619648,0.0014083764399401844(0.0),0.001404711699578911(0.0)
754,2; 0; 4,"(13794, 13794)",0,190277884,380.576456,480.247808,0.0007143741706386209(0.0),0.0007123604486696422(0.0)
755,2; 0; 8,"(13794, 13794)",0,190276160,380.562664,432.013312,0.0003710227902047336(0.0),0.0003694139397703111(0.0)
756,2; 1; 1,"(13794, 13794)",0,190288230,380.659224,765.46048,0.0035430693509988487(0.0),0.0035513595305383203(0.0)
757,2; 1; 2,"(13794, 13794)",0,190281333,380.604048,574.619648,0.0017434436199255288(0.0),0.0017407911992631852(0.0)
758,2; 1; 4,"(13794, 13794)",0,190277884,380.576456,480.247808,0.0009096569987013936(0.0),0.0009035467309877277(0.0)
759,2; 1; 8,"(13794, 13794)",0,190276160,380.562664,432.013312,0.0006434046314097941(0.0),0.0006440885388292372(0.0)
760,2; 0; 1,"(13864, 13864)",0,192224360,384.531904,773.849088,0.0028243667585775255(0.0),0.002823618841357529(0.0)
761,2; 0; 2,"(13864, 13864)",0,192217428,384.476448,580.911104,0.0014250373607501388(0.0),0.001421633712016046(0.0)
762,2; 0; 4,"(13864, 13864)",0,192213962,384.44872,484.442112,0.0007222203002311289(0.0),0.0007199306692928076(0.0)
763,2; 0; 8,"(13864, 13864)",0,192212229,384.434856,436.207616,0.0003750826604664326(0.0),0.0003732878714799881(0.0)
764,2; 1; 1,"(13864, 13864)",0,192224360,384.531904,773.849088,0.004146963870152831(0.0),0.0041946143005043264(0.0)
765,2; 1; 2,"(13864, 13864)",0,192217428,384.476448,580.911104,0.0019755524606443944(0.0),0.0019716690992936494(0.0)
766,2; 1; 4,"(13864, 13864)",0,192213962,384.44872,484.442112,0.0010048742010258138(0.0),0.0009991567698307336(0.0)
767,2; 1; 8,"(13864, 13864)",0,192212229,384.434856,436.207616,0.0006467828201130033(0.0),0.0006437957705929875(0.0)
768,2; 0; 1,"(13934, 13934)",0,194170290,388.424184,782.237696,0.0028446624195203186(0.0),0.0028457726305350663(0.0)
769,2; 0; 2,"(13934, 13934)",0,194163323,388.368448,587.20256,0.0014378787484019995(0.0),0.0014344428409822285(0.0)
770,2; 0; 4,"(13934, 13934)",0,194159839,388.340576,490.733568,0.0007276456500403583(0.0),0.0007255698181688786(0.0)
771,2; 0; 8,"(13934, 13934)",0,194158097,388.32664,442.499072,0.0003780984622426331(0.0),0.0003763353289104998(0.0)
772,2; 1; 1,"(13934, 13934)",0,194170290,388.424184,782.237696,0.004307140531018376(0.0),0.004311685999855399(0.0)
773,2; 1; 2,"(13934, 13934)",0,194163323,388.368448,587.20256,0.002060263231396675(0.0),0.002045259119477123(0.0)
774,2; 1; 4,"(13934, 13934)",0,194159839,388.340576,490.733568,0.0018594125378876925(0.0),0.0018461270700208842(0.0)
775,2; 1; 8,"(13934, 13934)",0,194158097,388.32664,442.499072,0.0007615009695291519(0.0),0.0007572754682041705(0.0)
776,2; 0; 1,"(14003, 14003)",0,196098012,392.280042,790.626304,0.002867181489709765(0.0),0.002866922989487648(0.0)
777,2; 0; 2,"(14003, 14003)",0,196091010,392.224026,593.494016,0.0014458751492202283(0.0),0.0014441126096062362(0.0)
778,2; 0; 4,"(14003, 14003)",0,196087509,392.196018,494.927872,0.0007348955702036619(0.0),0.0007320522796362639(0.0)
779,2; 0; 8,"(14003, 14003)",0,196085759,392.182018,446.693376,0.00037888964870944617(0.0),0.0003782208892516792(0.0)
780,2; 1; 1,"(14003, 14003)",0,196098012,392.280042,790.626304,0.0042166633298620585(0.0),0.004211249579675495(0.0)
781,2; 1; 2,"(14003, 14003)",0,196091010,392.224026,593.494016,0.0019316273694857955(0.0),0.0019304305803962052(0.0)
782,2; 1; 4,"(14003, 14003)",0,196087509,392.196018,494.927872,0.0016304131993092597(0.0),0.001627903759945184(0.0)
783,2; 1; 8,"(14003, 14003)",0,196085759,392.182018,446.693376,0.0008729532104916871(0.0),0.0008664956782013178(0.0)
784,2; 0; 1,"(14073, 14073)",0,198063402,396.211242,794.820608,0.0028968699416145683(0.0),0.0028940996807068587(0.0)
785,2; 0; 2,"(14073, 14073)",0,198056365,396.154946,597.68832,0.0014585714600980281(0.0),0.0014565633609890938(0.0)
786,2; 0; 4,"(14073, 14073)",0,198052847,396.126802,499.122176,0.0007386791193857789(0.0),0.0007379287900403142(0.0)
787,2; 0; 8,"(14073, 14073)",0,198051088,396.11273,448.790528,0.0003828919189982116(0.0),0.0003812278714030981(0.0)
788,2; 1; 1,"(14073, 14073)",0,198063402,396.211242,794.820608,0.004056251139845699(0.0),0.004057591368909925(0.0)
789,2; 1; 2,"(14073, 14073)",0,198056365,396.154946,597.68832,0.0021311626792885363(0.0),0.0021320154005661607(0.0)
790,2; 1; 4,"(14073, 14073)",0,198052847,396.126802,499.122176,0.000995410301256925(0.0),0.0009950032318010926(0.0)
791,2; 1; 8,"(14073, 14073)",0,198051088,396.11273,448.790528,0.0006170781189575791(0.0),0.0006110001006163657(0.0)
792,2; 0; 1,"(14142, 14142)",0,200010306,400.105464,803.209216,0.0029207443702034654(0.0),0.0029199790116399525(0.0)
793,2; 0; 2,"(14142, 14142)",0,200003235,400.048896,603.979776,0.001471939841285348(0.0),0.0014689571899361908(0.0)
794,2; 0; 4,"(14142, 14142)",0,199999699,400.020608,503.31648,0.0007450419501401484(0.0),0.0007429407606832683(0.0)
795,2; 0; 8,"(14142, 14142)",0,199997931,400.006464,452.984832,0.00038593085948377846(0.0),0.0003843200113624334(0.0)
796,2; 1; 1,"(14142, 14142)",0,200010306,400.105464,803.209216,0.00431148077826947(0.0),0.004302814761176705(0.0)
797,2; 1; 2,"(14142, 14142)",0,200003235,400.048896,603.979776,0.002088523991405964(0.0),0.0020812114304862915(0.0)
798,2; 1; 4,"(14142, 14142)",0,199999699,400.020608,503.31648,0.0013390916306525468(0.0),0.0013346686493605376(0.0)
799,2; 1; 8,"(14142, 14142)",0,199997931,400.006464,452.984832,0.0007665809313766658(0.0),0.0007622989080846309(0.0)
